nace_r2;geo;n2015
J61;EL11; 
J61;EL12; 
J61;EL13; 
J61;EL14; 
J61;EL2; 
J61;EL21; 
J61;EL22; 
J61;EL23; 
J61;EL24; 
J61;EL25; 
J61;EL3;16713
J61;EL30;16713
J61;EL4;1159
J61;EL41;194
J61;EL42;318
J61;EL43;647
J61;EL5;3034
J61;EL51;395
J61;EL52;2154
J61;EL53;242
J61;EL54;243
J61;EL6;2077
J61;EL61;461
J61;EL62;188
J61;EL63;699
J61;EL64;307
J61;EL65;422
J61;ELZ;0
J61;ELZZ;0
J61;ES;65319
J61;ES1;4123
J61;ES11;2507
J61;ES12;1158
J61;ES13;458
J61;ES2;4374
J61;ES21;2609
J61;ES22;345
J61;ES23;147
J61;ES24;1273
J61;ES3;27671
J61;ES30;27671
J61;ES4;3234
J61;ES41;1713
J61;ES42;1071
J61;ES43;450
J61;ES5;15898
J61;ES51;9479
J61;ES52;5300
J61;ES53;1120
J61;ES6;8661
J61;ES61;7249
J61;ES62;1351
J61;ES63; 
J61;ES64; 
J61;ES7;1357
J61;ES70;1357
J61;ESZ; 
J61;ESZZ; 
J61;FI;11072
J61;FI1;10980
J61;FI13; 
J61;FI18; 
J61;FI19;2297
J61;FI1A; 
J61;FI1B;5904
J61;FI1C;1603
J61;FI1D;1176
J61;FI2;92
J61;FI20;92
J61;FR;157856
J61;FR1; 
J61;FR10; 
J61;FR2;1353
J61;FR21;175
J61;FR22;265
J61;FR23; 
J61;FR24;492
J61;FR25; 
J61;FR26;147
J61;FR3;299
J61;FR30;299
J61;FR4;764
J61;FR41;509
J61;FR42;154
J61;FR43;101
J61;FR5;1184
J61;FR51;616
J61;FR52;277
J61;FR53;291
J61;FR6;1150
J61;FR61;295
J61;FR62;800
J61;FR63;56
J61;FR7;1188
J61;FR71;904
J61;FR72;284
J61;FR8;1858
J61;FR81; 
J61;FR82;1327
J61;FR83; 
J61;FR9; 
J61;FR91; 
J61;FR92; 
J61;FR93; 
J61;FR94; 
J61;FRA; 
J61;FRA1; 
J61;FRA2;572
J61;FRA3; 
J61;FRA4;416
J61;FRA5; 
J61;FRZ; 
J61;FRZZ; 
J61;HR;9137
J61;HR0;9137
J61;HR03;1606
J61;HR04;7531
J61;HU;18191
J61;HU1;12438
J61;HU10;12438
J61;HU2;2623
J61;HU21;788
J61;HU22;982
J61;HU23;853
J61;HU3;3130
J61;HU31;743
J61;HU32;1161
J61;HU33;1226
J61;IE;11169
J61;IE0;11169
J61;IE01; 
J61;IE02; 
J61;IS;1407
J61;IS0;1407
J61;IS00;1407
J61;IT;84628
J61;ITC;25637
J61;ITC1;6512
J61;ITC2;87
J61;ITC3;1766
J61;ITC4;17272
J61;ITD; 
J61;ITD1; 
J61;ITD2; 
J61;ITD3; 
J61;ITD4; 
J61;ITD5; 
J61;ITE; 
J61;ITE1; 
J61;ITE2; 
J61;ITE3; 
J61;ITE4; 
J61;ITF;12621
J61;ITF1;1218
J61;ITF2;175
J61;ITF3;6401
J61;ITF4;3227
J61;ITF5;341
J61;ITF6;1259
J61;ITG;7882
J61;ITG1;5423
J61;ITG2;2459
J61;ITH;11226
J61;ITH1;457
J61;ITH2;392
J61;ITH3;4811
J61;ITH4;933
J61;ITH5;4633
J61;ITI;27262
J61;ITI1;4328
J61;ITI2;582
J61;ITI3;1334
J61;ITI4;21018
J61;LT;5732
J61;LT0;5732
J61;LT00;5732
J61;LU;4949
J61;LU0;4949
J61;LU00;4949
J61;LV;5215
J61;LV0;5215
J61;LV00;5215
J61;MT;1723
J61;MT0;1723
J61;MT00;1723
J61;NL;30761
J61;NL1;2438
J61;NL11;1764
J61;NL12;587
J61;NL13;87
J61;NL2;3347
J61;NL21;1424
J61;NL22;1257
J61;NL23;666
J61;NL3;21013
J61;NL31;3939
J61;NL32;7517
J61;NL33;9339
J61;NL34;217
J61;NL4;3942
J61;NL41;1965
J61;NL42;1977
J61;NO;12797
J61;NO0;12797
J61;NO01;7421
J61;NO02;739
J61;NO03;724
J61;NO04;1362
J61;NO05;1135
J61;NO06;749
J61;NO07;666
J61;PL;52962
J61;PL1;28445
J61;PL11;2402
J61;PL12;26043
J61;PL2;7951
J61;PL21;3294
J61;PL22;4657
J61;PL3;4071
J61;PL31;1442
J61;PL32;1172
J61;PL33;648
J61;PL34;809
J61;PL4;4968
J61;PL41;3660
J61;PL42;890
J61;PL43;418
J61;PL5;2916
J61;PL51;2550
J61;PL52;366
J61;PL6;4611
J61;PL61;1034
J61;PL62;828
J61;PL63;2749
J61;PT;16938
J61;PT1;16321
J61;PT11;3211
J61;PT15;465
J61;PT16;1441
J61;PT17;10732
J61;PT18;472
J61;PT2;390
J61;PT20;390
J61;PT3;227
J61;PT30;227
J61;RO;44869
J61;RO1;6827
J61;RO11;3852
J61;RO12;2975
J61;RO2;6681
J61;RO21;3581
J61;RO22;3100
J61;RO3;24590
J61;RO31;2581
J61;RO32;22009
J61;RO4;6771
J61;RO41;2108
J61;RO42;4663
J61;SE;30008
J61;SE1;16300
J61;SE11;13640
J61;SE12;2660
J61;SE2;8961
J61;SE21;1393
J61;SE22;2877
J61;SE23;4691
J61;SE3;4747
J61;SE31;1358
J61;SE32;1912
J61;SE33;1477
J61;SI;4829
J61;SI0;4829
J61;SI01; 
J61;SI02; 
J61;SI03;1080
J61;SI04;3749
J61;SK;10295
J61;SK0;10295
J61;SK01; 
J61;SK02;439
J61;SK03; 
J61;SK04;334
J61;SKZ; 
J61;SKZZ; 
J61;UK;217249
J61;UKC;9733
J61;UKC1;2796
J61;UKC2;6937
J61;UKD;29705
J61;UKD1;672
J61;UKD2; 
J61;UKD3;14137
J61;UKD4;6071
J61;UKD5; 
J61;UKD6;4332
J61;UKD7;4493
J61;UKE;12977
J61;UKE1;1405
J61;UKE2;885
J61;UKE3;4772
J61;UKE4;5915
J61;UKF;7306
J61;UKF1;3539
J61;UKF2;2856
J61;UKF3;912
J61;UKG;10447
J61;UKG1;1800
J61;UKG2;3269
J61;UKG3;5378
J61;UKH;15142
J61;UKH1;6569
J61;UKH2;5940
J61;UKH3;2634
J61;UKI;40732
J61;UKI1; 
J61;UKI2; 
J61;UKI3;15089
J61;UKI4;15215
J61;UKI5;2937
J61;UKI6;2139
J61;UKI7;5352
J61;UKJ;50218
J61;UKJ1;25813
J61;UKJ2;9680
J61;UKJ3;10623
J61;UKJ4;4101
J61;UKK;15792
J61;UKK1;8590
J61;UKK2;2402
J61;UKK3;855
J61;UKK4;3945
J61;UKL;5457
J61;UKL1;2772
J61;UKL2;2685
J61;UKM;16179
J61;UKM2;7996
J61;UKM3;6300
J61;UKM5;1066
J61;UKM6;817
J61;UKN;3559
J61;UKN0;3559
J62;AT;49159
J62;AT1;28546
J62;AT11;786
J62;AT12;4664
J62;AT13;23096
J62;AT2;7893
J62;AT21;1648
J62;AT22;6245
J62;AT3;12720
J62;AT31;7750
J62;AT32;1859
J62;AT33;2054
J62;AT34;1057
J62;BE;70688
J62;BE1;12848
J62;BE10;12848
J62;BE2;46842
J62;BE21;14493
J62;BE22;3691
J62;BE23;8836
J62;BE24;15234
J62;BE25;4588
J62;BE3;10419
J62;BE31;4030
J62;BE32;2400
J62;BE33;2507
J62;BE34;132
J62;BE35;1350
J62;BG;42419
J62;BG3;5735
J62;BG31;414
J62;BG32;1299
J62;BG33;2968
J62;BG34;1054
J62;BG4;36684
J62;BG41;34026
J62;BG42;2658
J62;CY;2663
J62;CY0;2663
J62;CY00;2663
J62;CZ;70380
J62;CZ0;70380
J62;CZ01;31420
J62;CZ02;3137
J62;CZ03;3485
J62;CZ04;1615
J62;CZ05;4422
J62;CZ06;16577
J62;CZ07;3776
J62;CZ08;5948
J62;CZZ; 
J62;CZZZ; 
J62;DE;687992
J62;DE1;123296
J62;DE11;52003
J62;DE12;47620
J62;DE13;9517
J62;DE14;14157
J62;DE2;130599
J62;DE21;81627
J62;DE22;3985
J62;DE23;4486
J62;DE24;2777
J62;DE25;24185
J62;DE26;6487
J62;DE27;7053
J62;DE3;51482
J62;DE30;51482
J62;DE4;5211
J62;DE40;5211
J62;DE41; 
J62;DE42; 
J62;DE5;5834
J62;DE50;5834
J62;DE6;32281
J62;DE60;32281
J62;DE7;87830
J62;DE71;79394
J62;DE72;4475
J62;DE73;3960
J62;DE8;3913
J62;DE80;3913
J62;DE9;35123
J62;DE91;9096
J62;DE92;13909
J62;DE93;4940
J62;DE94;7178
J62;DEA;137918
J62;DEA1;41660
J62;DEA2;54010
J62;DEA3;11702
J62;DEA4;12547
J62;DEA5;17999
J62;DEB;21602
J62;DEB1;7764
J62;DEB2;1196
J62;DEB3;12641
J62;DEC;6432
J62;DEC0;6432
J62;DED;19731
J62;DED1; 
J62;DED2;9513
J62;DED3; 
J62;DED4;3890
J62;DED5;6329
J62;DEE;4625
J62;DEE0;4625
J62;DEF;15168
J62;DEF0;15168
J62;DEG;6947
J62;DEG0;6947
J62;DK;56080
J62;DK0;56080
J62;DK01;34086
J62;DK02;1752
J62;DK03;4926
J62;DK04;11199
J62;DK05;4117
J62;EE;9819
J62;EE0;9819
J62;EE00;9819
J62;EL;22167
J62;EL1; 
J62;EL11; 
J62;EL12; 
J62;EL13; 
J62;EL14; 
J62;EL2; 
J62;EL21; 
J62;EL22; 
J62;EL23; 
J62;EL24; 
J62;EL25; 
J62;EL3;15970
J62;EL30;15970
J62;EL4;893
J62;EL41;97
J62;EL42;190
J62;EL43;606
J62;EL5;3703
J62;EL51;1421
J62;EL52;2004
J62;EL53;85
J62;EL54;193
J62;EL6;1601
J62;EL61;474
J62;EL62;125
J62;EL63;558
J62;EL64;204
J62;EL65;240
J62;ELZ;0
J62;ELZZ;0
J62;ES;237526
J62;ES1;12307
J62;ES11;7283
J62;ES12;3933
J62;ES13;1091
J62;ES2;16422
J62;ES21;11324
J62;ES22;1476
J62;ES23;259
J62;ES24;3363
J62;ES3;115772
J62;ES30;115772
J62;ES4;8535
J62;ES41;4424
J62;ES42;2942
J62;ES43;1168
J62;ES5;61346
J62;ES51;46207
J62;ES52;12453
J62;ES53;2685
J62;ES6;20156
J62;ES61;17572
J62;ES62;2494
J62;ES63; 
J62;ES64; 
J62;ES7;2990
J62;ES70;2990
J62;ESZ; 
J62;ESZZ; 
J62;FI;47192
J62;FI1;46824
J62;FI13; 
J62;FI18; 
J62;FI19;8871
J62;FI1A; 
J62;FI1B;29339
J62;FI1C;3947
J62;FI1D;4667
J62;FI2;368
J62;FI20;368
J62;FR;388135
J62;FR1;263853
J62;FR10;263853
J62;FR2;9097
J62;FR21;893
J62;FR22;1301
J62;FR23;1693
J62;FR24;2455
J62;FR25;1421
J62;FR26;1334
J62;FR3;8053
J62;FR30;8053
J62;FR4; 
J62;FR41; 
J62;FR42;4894
J62;FR43;1055
J62;FR5;21880
J62;FR51;13746
J62;FR52;6357
J62;FR53;1777
J62;FR6;13895
J62;FR61;5844
J62;FR62;7504
J62;FR63;546
J62;FR7;39602
J62;FR71;37913
J62;FR72;1690
J62;FR8;20518
J62;FR81;4013
J62;FR82;16277
J62;FR83;228
J62;FR9; 
J62;FR91; 
J62;FR92; 
J62;FR93; 
J62;FR94; 
J62;FRA; 
J62;FRA1; 
J62;FRA2;285
J62;FRA3;29
J62;FRA4;658
J62;FRA5; 
J62;FRZ;1703
J62;FRZZ;1703
J62;HR;14786
J62;HR0;14786
J62;HR03;3037
J62;HR04;11749
J62;HU;66339
J62;HU1;48408
J62;HU10;48408
J62;HU2;7944
J62;HU21;2665
J62;HU22;2474
J62;HU23;2805
J62;HU3;9987
J62;HU31;1950
J62;HU32;4473
J62;HU33;3564
J62;IE;46883
J62;IE0;46883
J62;IE01;2220
J62;IE02;44663
J62;IS;3573
J62;IS0;3573
J62;IS00;3573
J62;IT;256530
J62;ITC;111739
J62;ITC1;34336
J62;ITC2;857
J62;ITC3;5290
J62;ITC4;71256
J62;ITD; 
J62;ITD1; 
J62;ITD2; 
J62;ITD3; 
J62;ITD4; 
J62;ITD5; 
J62;ITE; 
J62;ITE1; 
J62;ITE2; 
J62;ITE3; 
J62;ITE4; 
J62;ITF;23119
J62;ITF1;2057
J62;ITF2;359
J62;ITF3;11968
J62;ITF4;5863
J62;ITF5;832
J62;ITF6;2040
J62;ITG;6559
J62;ITG1;4392
J62;ITG2;2167
J62;ITH;47232
J62;ITH1;1340
J62;ITH2;3396
J62;ITH3;19698
J62;ITH4;3793
J62;ITH5;19005
J62;ITI;67881
J62;ITI1;12583
J62;ITI2;2261
J62;ITI3;4598
J62;ITI4;48439
J62;LT;15898
J62;LT0;15898
J62;LT00;15898
J62;LU;9190
J62;LU0;9190
J62;LU00;9190
J62;LV;13423
J62;LV0;13423
J62;LV00;13423
J62;MT;3734
J62;MT0;3734
J62;MT00;3734
J62;NL;179190
J62;NL1;9285
J62;NL11;5020
J62;NL12;2033
J62;NL13;2232
J62;NL2;26380
J62;NL21;7908
J62;NL22;14732
J62;NL23;3741
J62;NL3;113089
J62;NL31;33200
J62;NL32;42878
J62;NL33;36217
J62;NL34;794
J62;NL4;30400
J62;NL41;24502
J62;NL42;5898
J62;NO;41763
J62;NO0;41763
J62;NO01;24944
J62;NO02;1181
J62;NO03;3651
J62;NO04;4669
J62;NO05;3913
J62;NO06;2504
J62;NO07;901
J62;PL;157823
J62;PL1;54750
J62;PL11;6547
J62;PL12;48203
J62;PL2;35493
J62;PL21;20209
J62;PL22;15284
J62;PL3;10850
J62;PL31;3892
J62;PL32;3875
J62;PL33;1323
J62;PL34;1760
J62;PL4;20017
J62;PL41;13165
J62;PL42;4906
J62;PL43;1946
J62;PL5;20037
J62;PL51;18651
J62;PL52;1386
J62;PL6;16676
J62;PL61;3393
J62;PL62;1382
J62;PL63;11901
J62;PT;48370
J62;PT1;47777
J62;PT11;10986
J62;PT15;580
J62;PT16;6075
J62;PT17;29477
J62;PT18;659
J62;PT2;182
J62;PT20;182
J62;PT3;411
J62;PT30;411
J62;RO;73249
J62;RO1;19256
J62;RO11;13117
J62;RO12;6139
J62;RO2;6535
J62;RO21;4818
J62;RO22;1717
J62;RO3;40458
J62;RO31;1931
J62;RO32;38527
J62;RO4;7000
J62;RO41;1976
J62;RO42;5024
J62;SE;124146
J62;SE1;73114
J62;SE11;60071
J62;SE12;13043
J62;SE2;41050
J62;SE21;4019
J62;SE22;14559
J62;SE23;22472
J62;SE3;9982
J62;SE31;4108
J62;SE32;2590
J62;SE33;3284
J62;SI;12998
J62;SI0;12998
J62;SI01; 
J62;SI02; 
J62;SI03;3483
J62;SI04;9515
J62;SK;29950
J62;SK0;29950
J62;SK01;14557
J62;SK02;4853
J62;SK03;3908
J62;SK04;6632
J62;SKZ; 
J62;SKZZ; 
J62;UK;629413
J62;UKC;16300
J62;UKC1;4412
J62;UKC2;11888
J62;UKD;53857
J62;UKD1;1404
J62;UKD2; 
J62;UKD3;24361
J62;UKD4;8360
J62;UKD5; 
J62;UKD6;12511
J62;UKD7;7220
J62;UKE;27283
J62;UKE1;2238
J62;UKE2;4328
J62;UKE3;5352
J62;UKE4;15365
J62;UKF;27311
J62;UKF1;14469
J62;UKF2;10543
J62;UKF3;2300
J62;UKG;42886
J62;UKG1;13283
J62;UKG2;10753
J62;UKG3;18849
J62;UKH;53503
J62;UKH1;18903
J62;UKH2;22386
J62;UKH3;12214
J62;UKI;170716
J62;UKI1; 
J62;UKI2; 
J62;UKI3;73108
J62;UKI4;47027
J62;UKI5;10908
J62;UKI6;12313
J62;UKI7;27361
J62;UKJ;150431
J62;UKJ1;67305
J62;UKJ2;40829
J62;UKJ3;31762
J62;UKJ4;10534
J62;UKK;33914
J62;UKK1;22507
J62;UKK2;6653
J62;UKK3;1037
J62;UKK4;3717
J62;UKL;8124
J62;UKL1;4689
J62;UKL2;3435
J62;UKM;33819
J62;UKM2;17371
J62;UKM3;12688
J62;UKM5;2511
J62;UKM6;1249
J62;UKN;11271
J62;UKN0;11271
J63;AT;19265
J63;AT1;12060
J63;AT11;239
J63;AT12;1493
J63;AT13;10328
J63;AT2;2102
J63;AT21;540
J63;AT22;1562
J63;AT3;5103
J63;AT31;2236
J63;AT32;1109
J63;AT33;1150
J63;AT34;608
J63;BE;6482
J63;BE1;1898
J63;BE10;1898
J63;BE2;3647
J63;BE21;1325
J63;BE22;363
J63;BE23;594
J63;BE24;1010
J63;BE25;355
J63;BE3;825
J63;BE31;276
J63;BE32; 
J63;BE33;174
J63;BE34; 
J63;BE35; 
J63;BG;9696
J63;BG3;1306
J63;BG31;140
J63;BG32;328
J63;BG33;565
J63;BG34;273
J63;BG4;8390
J63;BG41;7300
J63;BG42;1090
J63;CY;525
J63;CY0;525
J63;CY00;525
J63;CZ;12808
J63;CZ0;12808
J63;CZ01;7080
J63;CZ02;675
J63;CZ03;568
J63;CZ04;350
J63;CZ05;722
J63;CZ06;2234
J63;CZ07;404
J63;CZ08;775
J63;CZZ; 
J63;CZZZ; 
J63;DE;97172
J63;DE1;6657
J63;DE11;2012
J63;DE12;2297
J63;DE13;1740
J63;DE14;608
J63;DE2;16869
J63;DE21;9939
J63;DE22;454
J63;DE23;871
J63;DE24;1069
J63;DE25;2165
J63;DE26;1074
J63;DE27;1298
J63;DE3;10829
J63;DE30;10829
J63;DE4;1328
J63;DE40;1328
J63;DE41; 
J63;DE42; 
J63;DE5;1064
J63;DE50;1064
J63;DE6;7768
J63;DE60;7768
J63;DE7;9332
J63;DE71;8447
J63;DE72;336
J63;DE73;549
J63;DE8;1229
J63;DE80;1229
J63;DE9;6246
J63;DE91;1170
J63;DE92;2892
J63;DE93; 
J63;DE94; 
J63;DEA;21814
J63;DEA1;7874
J63;DEA2;7958
J63;DEA3;872
J63;DEA4;2154
J63;DEA5;2956
J63;DEB;2981
J63;DEB1;1023
J63;DEB2;75
J63;DEB3;1883
J63;DEC;638
J63;DEC0;638
J63;DED;5274
J63;DED1; 
J63;DED2;1511
J63;DED3; 
J63;DED4;1324
J63;DED5;2439
J63;DEE;1606
J63;DEE0;1606
J63;DEF;1807
J63;DEF0;1807
J63;DEG;1728
J63;DEG0;1728
J63;DK;7745
J63;DK0;7745
J63;DK01;5115
J63;DK02;145
J63;DK03;448
J63;DK04;1342
J63;DK05;695
J63;EE;2235
J63;EE0;2235
J63;EE00;2235
J63;EL;7210
J63;EL1; 
J63;EL11; 
J63;EL12; 
J63;EL13; 
J63;EL14; 
J63;EL2; 
J63;EL21; 
J63;EL22; 
J63;EL23; 
J63;EL24; 
J63;EL25; 
J63;EL3;5633
J63;EL30;5633
J63;EL4;256
J63;EL41;38
J63;EL42;68
J63;EL43;150
J63;EL5;814
J63;EL51;84
J63;EL52;630
J63;EL53;47
J63;EL54;53
J63;EL6;507
J63;EL61;116
J63;EL62;44
J63;EL63;155
J63;EL64;67
J63;EL65;125
J63;ELZ;0
J63;ELZZ;0
J63;ES;24150
J63;ES1;713
J63;ES11;419
J63;ES12;210
J63;ES13;84
J63;ES2;2521
J63;ES21;1430
J63;ES22;134
J63;ES23;425
J63;ES24;533
J63;ES3;10376
J63;ES30;10376
J63;ES4;882
J63;ES41;489
J63;ES42;203
J63;ES43;190
J63;ES5;7602
J63;ES51;5326
J63;ES52;1873
J63;ES53;402
J63;ES6;1631
J63;ES61;1429
J63;ES62;199
J63;ES63; 
J63;ES64; 
J63;ES7;424
J63;ES70;424
J63;ESZ; 
J63;ESZZ; 
J63;FI;5610
J63;FI1;5597
J63;FI13; 
J63;FI18; 
J63;FI19;945
J63;FI1A; 
J63;FI1B;3496
J63;FI1C;584
J63;FI1D;572
J63;FI2;13
J63;FI20;13
J63;FR;58857
J63;FR1;37061
J63;FR10;37061
J63;FR2;3155
J63;FR21;143
J63;FR22;323
J63;FR23;723
J63;FR24;1308
J63;FR25;483
J63;FR26;175
J63;FR3;1810
J63;FR30;1810
J63;FR4; 
J63;FR41; 
J63;FR42;481
J63;FR43;115
J63;FR5;3236
J63;FR51;1209
J63;FR52;1542
J63;FR53;485
J63;FR6;3185
J63;FR61;1700
J63;FR62;1418
J63;FR63;67
J63;FR7;5281
J63;FR71;4981
J63;FR72;301
J63;FR8;2975
J63;FR81;761
J63;FR82;2112
J63;FR83;102
J63;FR9; 
J63;FR91; 
J63;FR92; 
J63;FR93; 
J63;FR94; 
J63;FRA;497
J63;FRA1;189
J63;FRA2;128
J63;FRA3;17
J63;FRA4;163
J63;FRA5; 
J63;FRZ; 
J63;FRZZ; 
J63;HR;2394
J63;HR0;2394
J63;HR03;721
J63;HR04;1673
J63;HU;13183
J63;HU1;9543
J63;HU10;9543
J63;HU2;1790
J63;HU21;702
J63;HU22;538
J63;HU23;550
J63;HU3;1850
J63;HU31;475
J63;HU32;632
J63;HU33;743
J63;IE; 
J63;IE0; 
J63;IE01; 
J63;IE02; 
J63;IS;626
J63;IS0;626
J63;IS00;626
J63;IT;117170
J63;ITC;40115
J63;ITC1;7821
J63;ITC2;301
J63;ITC3;2597
J63;ITC4;29396
J63;ITD; 
J63;ITD1; 
J63;ITD2; 
J63;ITD3; 
J63;ITD4; 
J63;ITD5; 
J63;ITE; 
J63;ITE1; 
J63;ITE2; 
J63;ITE3; 
J63;ITE4; 
J63;ITF;15203
J63;ITF1;1772
J63;ITF2;397
J63;ITF3;5390
J63;ITF4;4795
J63;ITF5;1294
J63;ITF6;1555
J63;ITG;7147
J63;ITG1;4858
J63;ITG2;2289
J63;ITH;28443
J63;ITH1;1858
J63;ITH2;1551
J63;ITH3;11586
J63;ITH4;2514
J63;ITH5;10934
J63;ITI;26262
J63;ITI1;8322
J63;ITI2;1433
J63;ITI3;2818
J63;ITI4;13689
J63;LT;3621
J63;LT0;3621
J63;LT00;3621
J63;LU; 
J63;LU0; 
J63;LU00; 
J63;LV;6188
J63;LV0;6188
J63;LV00;6188
J63;MT;435
J63;MT0;435
J63;MT00;435
J63;NL;16324
J63;NL1; 
J63;NL11; 
J63;NL12; 
J63;NL13;167
J63;NL2;2944
J63;NL21;894
J63;NL22;1388
J63;NL23;662
J63;NL3;9890
J63;NL31;1763
J63;NL32;5280
J63;NL33;2688
J63;NL34;158
J63;NL4;1988
J63;NL41;1501
J63;NL42;487
J63;NO;5501
J63;NO0;5501
J63;NO01;3683
J63;NO02;131
J63;NO03;453
J63;NO04;587
J63;NO05;371
J63;NO06;141
J63;NO07;135
J63;PL;40767
J63;PL1;17671
J63;PL11;1572
J63;PL12;16099
J63;PL2;10241
J63;PL21;5686
J63;PL22;4555
J63;PL3;2136
J63;PL31;582
J63;PL32;610
J63;PL33;412
J63;PL34;532
J63;PL4;5404
J63;PL41;3725
J63;PL42;1228
J63;PL43;451
J63;PL5;2658
J63;PL51;2318
J63;PL52;340
J63;PL6;2657
J63;PL61;764
J63;PL62;738
J63;PL63;1155
J63;PT;5781
J63;PT1;5731
J63;PT11;1331
J63;PT15;99
J63;PT16;990
J63;PT17;3192
J63;PT18;119
J63;PT2;13
J63;PT20;13
J63;PT3;37
J63;PT30;37
J63;RO;14373
J63;RO1;2606
J63;RO11;1473
J63;RO12;1133
J63;RO2;3014
J63;RO21;1044
J63;RO22;1970
J63;RO3;6460
J63;RO31;382
J63;RO32;6078
J63;RO4;2293
J63;RO41;767
J63;RO42;1526
J63;SE;10520
J63;SE1;7539
J63;SE11;7067
J63;SE12;472
J63;SE2;2060
J63;SE21;184
J63;SE22;761
J63;SE23;1115
J63;SE3;921
J63;SE31;252
J63;SE32;513
J63;SE33;156
J63;SI;1835
J63;SI0;1835
J63;SI01; 
J63;SI02; 
J63;SI03;523
J63;SI04;1312
J63;SK;10038
J63;SK0;10038
J63;SK01;5342
J63;SK02;1950
J63;SK03;1433
J63;SK04;1313
J63;SKZ; 
J63;SKZZ; 
J63;UK; 
J63;UKC;1672
J63;UKC1;572
J63;UKC2;1100
J63;UKD;4590
J63;UKD1;85
J63;UKD2; 
J63;UKD3;904
J63;UKD4;2102
J63;UKD5; 
J63;UKD6;455
J63;UKD7;1043
J63;UKE;3041
J63;UKE1;788
J63;UKE2;816
J63;UKE3;564
J63;UKE4;873
J63;UKF;5395
J63;UKF1;4406
J63;UKF2;891
J63;UKF3;98
J63;UKG;1909
J63;UKG1;423
J63;UKG2;267
J63;UKG3;1219
J63;UKH;5861
J63;UKH1;2386
J63;UKH2;2275
J63;UKH3;1200
J63;UKI;33278
J63;UKI1; 
J63;UKI2; 
J63;UKI3;14263
J63;UKI4;14560
J63;UKI5;714
J63;UKI6;1207
J63;UKI7;2534
J63;UKJ;11790
J63;UKJ1;6618
J63;UKJ2;2585
J63;UKJ3;2109
J63;UKJ4;477
J63;UKK;8477
J63;UKK1;5925
J63;UKK2;1066
J63;UKK3;303
J63;UKK4;1184
J63;UKL;464
J63;UKL1;166
J63;UKL2;298
J63;UKM;1742
J63;UKM2;835
J63;UKM3;649
J63;UKM5;198
J63;UKM6;60
J63;UKN; 
J63;UKN0; 
L;AT;49134
L;AT1;24501
L;AT11;1395
L;AT12;5518
L;AT13;17588
L;AT2;8477
L;AT21;2803
L;AT22;5674
L;AT3;16156
L;AT31;7149
L;AT32;3675
L;AT33;3497
L;AT34;1835
L;BE;71708
L;BE1;12856
L;BE10;12856
L;BE2;41521
L;BE21;12643
L;BE22;4875
L;BE23;8870
L;BE24;5981
L;BE25;9152
L;BE3;17079
L;BE31;3408
L;BE32;5954
L;BE33;4792
L;BE34;781
L;BE35;2144
L;BG;34642
L;BG3;13794
L;BG31;1792
L;BG32;2267
L;BG33;5123
L;BG34;4612
L;BG4;20848
L;BG41;16665
L;BG42;4183
L;CY;1884
L;CY0;1884
L;CY00;1884
L;CZ;60488
L;CZ0;60488
L;CZ01;27079
L;CZ02;4658
L;CZ03;3966
L;CZ04;4134
L;CZ05;4208
L;CZ06;7687
L;CZ07;4032
L;CZ08;4726
L;CZZ; 
L;CZZZ; 
L;DE;407928
L;DE1;46373
L;DE11;18927
L;DE12;12625
L;DE13;8084
L;DE14;6738
L;DE2;63908
L;DE21;28231
L;DE22;5068
L;DE23;3307
L;DE24;4226
L;DE25;8599
L;DE26;6385
L;DE27;8091
L;DE3;32021
L;DE30;32021
L;DE4;10018
L;DE40;10018
L;DE41; 
L;DE42; 
L;DE5;3950
L;DE50;3950
L;DE6;19758
L;DE60;19758
L;DE7;29639
L;DE71;24764
L;DE72;2071
L;DE73;2804
L;DE8;6500
L;DE80;6500
L;DE9;30474
L;DE91;4679
L;DE92;9071
L;DE93;5582
L;DE94;11142
L;DEA;99545
L;DEA1;29349
L;DEA2;30102
L;DEA3;16497
L;DEA4;8804
L;DEA5;14793
L;DEB;12849
L;DEB1;4152
L;DEB2;1462
L;DEB3;7235
L;DEC;2642
L;DEC0;2642
L;DED;16958
L;DED1; 
L;DED2;5845
L;DED3; 
L;DED4;5877
L;DED5;5236
L;DEE;9661
L;DEE0;9661
L;DEF;15806
L;DEF0;15806
L;DEG;7827
L;DEG0;7827
L;DK;34569
L;DK0;34569
L;DK01;14538
L;DK02;3303
L;DK03;6723
L;DK04;7071
L;DK05;2935
L;EE;10454
L;EE0;10454
L;EE00;10454
L;EL;12651
L;EL1; 
L;EL11; 
L;EL12; 
L;EL13; 
L;EL14; 
L;EL2; 
L;EL21; 
L;EL22; 
L;EL23; 
L;EL24; 
L;EL25; 
L;EL3;7444
L;EL30;7444
L;EL4;1376
L;EL41;132
L;EL42;649
L;EL43;595
L;EL5;2224
L;EL51;348
L;EL52;1570
L;EL53;92
L;EL54;214
L;EL6;1607
L;EL61;575
L;EL62;265
L;EL63;209
L;EL64;250
L;EL65;308
L;ELZ;0
L;ELZZ;0
L;ES;206814
L;ES1;12200
L;ES11;7245
L;ES12;3301
L;ES13;1653
L;ES2;13556
L;ES21;4594
L;ES22;1690
L;ES23;1727
L;ES24;5545
L;ES3;45717
L;ES30;45717
L;ES4;11603
L;ES41;5224
